Customer No.,Exposure at Default (in lakh Rs.),Recovery (%),Probability of Default,Money Lost,Non Defaulter,MoneyLOST,E
1804,2.19,27.56%,0.0021,1.586436,0.9979,0,0.003331516
1805,15.73,30.53%,0.0091,10.927631,0.9909,0,0.099441442
1806,16.64,20.36%,0.0053,13.252096,0.9947,0,0.070236109
1807,16.1,21.95%,0.0091,12.56605,0.9909,0,0.114351055
1808,20.69,9.31%,0.0041,18.763761,0.9959,0,0.07693142
1809,19.99,35.66%,0.0013,12.861566,0.9987,0,0.016720036
1810,14.82,19.49%,0.0014,11.931582,0.9986,0,0.016704215
1811,12.55,26.76%,0.0039,9.19162,0.9961,0,0.035847318
1812,0.09,30.74%,0.0035,0.062334,0.9965,0,0.000218169
1813,2.27,4.93%,0.002,2.158089,0.998,0,0.004316178
1814,13.41,2.43%,0.0021,13.084137,0.9979,0,0.027476688
1815,4.28,24.50%,0.0066,3.2314,0.9934,0,0.02132724
1816,6.54,13.27%,0.0053,5.672142,0.9947,0,0.030062353
1817,5.38,19.08%,0.0019,4.353496,0.9981,0,0.008271642
1818,13.28,24.87%,0.0063,9.977264,0.9937,0,0.062856763
1819,20.65,15.86%,0.0036,17.37491,0.9964,0,0.062549676
1820,8.69,36.15%,0.0017,5.548565,0.9983,0,0.009432561
1821,21.55,7.51%,0.0012,19.931595,0.9988,0,0.023917914
1822,21.96,17.11%,0.0001,18.202644,0.9999,0,0.001820264
1823,13.23,12.65%,0.005,11.556405,0.995,0,0.057782025
1824,10.99,16.21%,0.0053,9.208521,0.9947,0,0.048805161
1825,21.13,24.77%,0.0069,15.896099,0.9931,0,0.109683083
1826,1.27,17.57%,0.0001,1.046861,0.9999,0,0.000104686
1827,9.32,22.62%,0.0028,7.211816,0.9972,0,0.020193085
1828,4.09,0.75%,0.0055,4.059325,0.9945,0,0.022326288
1829,1.15,30.49%,0.002,0.799365,0.998,0,0.00159873
1830,7.66,20.38%,0.0091,6.098892,0.9909,0,0.055499917
1831,5.12,28.36%,0.0048,3.667968,0.9952,0,0.017606246
1832,7.95,10.78%,0.0086,7.09299,0.9914,0,0.060999714
1833,12.49,38.29%,0.0005,7.707579,0.9995,0,0.00385379
1834,10.68,34.89%,0.0047,6.953748,0.9953,0,0.032682616
1835,15.47,25.52%,0.0062,11.522056,0.9938,0,0.071436747
1836,13.85,19.83%,0.0093,11.103545,0.9907,0,0.103262969
1837,5.84,3.07%,0.0054,5.660712,0.9946,0,0.030567845
1838,1.91,30.53%,0.0061,1.326877,0.9939,0,0.00809395
1839,5.39,17.95%,0.0096,4.422495,0.9904,0,0.042455952
1840,19.63,14.96%,0.0046,16.693352,0.9954,0,0.076789419
1841,5.5,9.02%,0.0049,5.0039,0.9951,0,0.02451911
1842,2.42,12.57%,0.0018,2.115806,0.9982,0,0.003808451
1843,5.65,11.15%,0.0098,5.020025,0.9902,0,0.049196245
1844,7.92,5.15%,0.0067,7.51212,0.9933,0,0.050331204
1845,18.33,25.75%,0.0041,13.610025,0.9959,0,0.055801103
1846,16.96,6.27%,0.0005,15.896608,0.9995,0,0.007948304
1847,2.84,9.82%,0.0042,2.561112,0.9958,0,0.01075667
1848,12.67,38.24%,0.0002,7.824992,0.9998,0,0.001564998
1849,24.54,32.79%,0.0085,16.493334,0.9915,0,0.140193339
1850,5.38,5.91%,0.002,5.062042,0.998,0,0.010124084
1851,1.1,24.50%,0.0092,0.8305,0.9908,0,0.0076406
1852,11.49,1.96%,0.0013,11.264796,0.9987,0,0.014644235
1853,21.04,37.62%,0.0027,13.124752,0.9973,0,0.03543683
1854,16.69,21.72%,0.0016,13.064932,0.9984,0,0.020903891
1855,11.62,18.12%,0.0067,9.514456,0.9933,0,0.063746855
1856,3.89,6.46%,0.0026,3.638706,0.9974,0,0.009460636
1857,24.28,29.30%,0.0055,17.16596,0.9945,0,0.09441278
1858,21.96,17.77%,0.0003,18.057708,0.9997,0,0.005417312
1859,6.3,17.62%,0.0042,5.18994,0.9958,0,0.021797748
1860,3.63,13.08%,0.0091,3.155196,0.9909,0,0.028712284
1861,6.26,37.50%,0.0027,3.9125,0.9973,0,0.01056375
1862,20.63,13.81%,0.0023,17.780997,0.9977,0,0.040896293
1863,8.36,1.22%,0.0096,8.258008,0.9904,0,0.079276877
1864,16.68,21.68%,0.009,13.063776,0.991,0,0.117573984
1865,20.65,28.85%,0.0001,14.692475,0.9999,0,0.001469248
1866,12.73,32.27%,0.0097,8.622029,0.9903,0,0.083633681
1867,0.35,37.20%,0.0074,0.2198,0.9926,0,0.00162652
1868,1.23,30.00%,0.0097,0.861,0.9903,0,0.0083517
1869,23.13,28.03%,0.0079,16.646661,0.9921,0,0.131508622
1870,8.61,17.51%,0.0048,7.102389,0.9952,0,0.034091467
1871,24.71,3.95%,0.0013,23.733955,0.9987,0,0.030854142
1872,7.05,4.70%,0.0099,6.71865,0.9901,0,0.066514635
1873,2.49,37.60%,0.0029,1.55376,0.9971,0,0.004505904
1874,14.61,6.06%,0.0004,13.724634,0.9996,0,0.005489854
1875,0.2,30.36%,0.0008,0.13928,0.9992,0,0.000111424
1876,19.41,28.96%,0.0062,13.788864,0.9938,0,0.085490957
1877,18.89,7.36%,0.0042,17.499696,0.9958,0,0.073498723
1878,6.24,16.93%,0.0026,5.183568,0.9974,0,0.013477277
1879,6.12,7.53%,0.0087,5.659164,0.9913,0,0.049234727
1880,21.05,20.89%,0.0036,16.652655,0.9964,0,0.059949558
1881,20.56,36.05%,0.0021,13.14812,0.9979,0,0.027611052
1882,15.6,0.81%,0.0055,15.47364,0.9945,0,0.08510502
1883,19.1,28.15%,0.0067,13.72335,0.9933,0,0.091946445
1884,21.96,12.67%,0.0059,19.177668,0.9941,0,0.113148241
1885,17.12,30.68%,0.0016,11.867584,0.9984,0,0.018988134
1886,6.4,17.35%,0.0076,5.2896,0.9924,0,0.04020096
1887,15.99,3.65%,0.004,15.406365,0.996,0,0.06162546
1888,1.74,18.00%,0.0095,1.4268,0.9905,0,0.0135546
1889,16.42,24.59%,0.0083,12.382322,0.9917,0,0.102773273
1890,13.15,5.42%,0.0013,12.43727,0.9987,0,0.016168451
1891,12.49,20.41%,0.0091,9.940791,0.9909,0,0.090461198
1892,10.29,9.53%,0.0009,9.309363,0.9991,0,0.008378427
1893,4.34,3.74%,0.0059,4.177684,0.9941,0,0.024648336
1894,15.75,1.19%,0.0025,15.562575,0.9975,0,0.038906438
1895,13.95,17.40%,0.0031,11.5227,0.9969,0,0.03572037
1896,2.81,13.11%,0.0025,2.441609,0.9975,0,0.006104023
1897,2.32,23.75%,0.0084,1.769,0.9916,0,0.0148596
1898,4.87,10.33%,0.0093,4.366929,0.9907,0,0.04061244
1899,5.5,11.83%,0.0049,4.84935,0.9951,0,0.023761815
1900,19.58,17.91%,0.0093,16.073222,0.9907,0,0.149480965
1901,24.31,13.16%,0.0059,21.110804,0.9941,0,0.124553744
1902,14.14,24.52%,0.0029,10.672872,0.9971,0,0.030951329
1903,4.79,37.96%,0.0074,2.971716,0.9926,0,0.021990698
1904,18.27,38.31%,0.0092,11.270763,0.9908,0,0.10369102
1905,22.67,1.92%,0.01,22.234736,0.99,0,0.22234736
1906,10.88,14.75%,0.0019,9.2752,0.9981,0,0.01762288
1907,15.05,11.80%,0.0065,13.2741,0.9935,0,0.08628165
1908,10.22,10.32%,0.0069,9.165296,0.9931,0,0.063240542
1909,1.1,20.06%,0.0074,0.87934,0.9926,0,0.006507116
1910,7.71,10.10%,0.0096,6.93129,0.9904,0,0.066540384
1911,21.13,20.91%,0.0044,16.711717,0.9956,0,0.073531555
1912,8.87,34.40%,0.0062,5.81872,0.9938,0,0.036076064
1913,8.14,20.85%,0.0098,6.44281,0.9902,0,0.063139538
1914,21.09,20.38%,0.0039,16.791858,0.9961,0,0.065488246
1915,21.26,37.64%,0.0013,13.257736,0.9987,0,0.017235057
1916,22.02,16.63%,0.008,18.358074,0.992,0,0.146864592
1917,8.81,24.29%,0.0011,6.670051,0.9989,0,0.007337056
1918,21.11,36.86%,0.0069,13.328854,0.9931,0,0.091969093
1919,2.16,22.93%,0.0046,1.664712,0.9954,0,0.007657675
1920,9.49,3.22%,0.0039,9.184422,0.9961,0,0.035819246
1921,22.63,29.58%,0.0091,15.936046,0.9909,0,0.145018019
1922,1.02,5.45%,0.004,0.96441,0.996,0,0.00385764
1923,9.29,27.45%,0.0079,6.739895,0.9921,0,0.053245171
1924,6.49,14.83%,0.0098,5.527533,0.9902,0,0.054169823
1925,10.36,2.80%,0.0069,10.06992,0.9931,0,0.069482448
1926,3.49,12.28%,0.0093,3.061428,0.9907,0,0.02847128
1927,19.34,36.73%,0.0059,12.236418,0.9941,0,0.072194866
1928,9.74,2.89%,0.0085,9.458514,0.9915,0,0.080397369
1929,6.94,18.32%,0.0003,5.668592,0.9997,0,0.001700578
1930,18.65,29.89%,0.006,13.075515,0.994,0,0.07845309
1931,3.72,12.86%,0.0051,3.241608,0.9949,0,0.016532201
1932,7.57,38.61%,0.0065,4.647223,0.9935,0,0.03020695
1933,1.13,0.32%,0.0071,1.126384,0.9929,0,0.007997326
1934,8.01,8.74%,0.0012,7.309926,0.9988,0,0.008771911
1935,19.56,26.28%,0.0057,14.419632,0.9943,0,0.082191902
1936,3.54,36.92%,0.0045,2.233032,0.9955,0,0.010048644
1937,2.38,23.23%,0.0011,1.827126,0.9989,0,0.002009839
1938,16.58,32.62%,0.0066,11.171604,0.9934,0,0.073732586
1939,14.13,31.25%,0.0021,9.714375,0.9979,0,0.020400188
1940,3.98,30.26%,0.0001,2.775652,0.9999,0,0.000277565
1941,20.96,9.29%,0.003,19.012816,0.997,0,0.057038448
1942,24.33,15.56%,0.0073,20.544252,0.9927,0,0.14997304
1943,12.46,27.27%,0.009,9.062158,0.991,0,0.081559422
1944,16.71,8.36%,0.0089,15.313044,0.9911,0,0.136286092
1945,18.98,2.50%,0.0012,18.5055,0.9988,0,0.0222066
1946,20.42,7.87%,0.0046,18.812946,0.9954,0,0.086539552
1947,22.12,39.64%,0.0003,13.351632,0.9997,0,0.00400549
1948,2.94,13.22%,0.0039,2.551332,0.9961,0,0.009950195
1949,21.83,2.01%,0.0097,21.391217,0.9903,0,0.207494805
1950,10.76,20.55%,0.0072,8.54882,0.9928,0,0.061551504
1951,17.83,16.50%,0.0097,14.88805,0.9903,0,0.144414085
1952,7.23,3.03%,0.0051,7.010931,0.9949,0,0.035755748
1953,3.81,11.58%,0.0019,3.368802,0.9981,0,0.006400724
1954,7.69,20.35%,0.0079,6.125085,0.9921,0,0.048388172
1955,7.74,31.29%,0.0043,5.318154,0.9957,0,0.022868062
1956,6.58,28.53%,0.0019,4.702726,0.9981,0,0.008935179
1957,2.46,12.82%,0.0091,2.144628,0.9909,0,0.019516115
1958,22.25,0.02%,0.0027,22.24555,0.9973,0,0.060062985
1959,16.01,35.62%,0.007,10.307238,0.993,0,0.072150666
1960,21.44,20.68%,0.0046,17.006208,0.9954,0,0.078228557
1961,5.57,9.18%,0.0085,5.058674,0.9915,0,0.042998729
1962,4.87,4.89%,0.0064,4.631857,0.9936,0,0.029643885
1963,12.4,32.46%,0.0053,8.37496,0.9947,0,0.044387288
1964,19.38,37.38%,0.0092,12.135756,0.9908,0,0.111648955
1965,18.3,7.80%,0.0069,16.8726,0.9931,0,0.11642094
1966,22.82,38.80%,0.0033,13.96584,0.9967,0,0.046087272
1967,2.55,35.23%,0.0085,1.651635,0.9915,0,0.014038898
1968,6.03,21.37%,0.0045,4.741389,0.9955,0,0.021336251
1969,12.21,18.55%,0.0049,9.945045,0.9951,0,0.048730721
1970,10.21,39.04%,0.004,6.224016,0.996,0,0.024896064
1971,24.48,37.56%,0.0062,15.285312,0.9938,0,0.094768934
1972,0.55,28.35%,0.0082,0.394075,0.9918,0,0.003231415
1973,0.09,34.89%,0.007,0.058599,0.993,0,0.000410193
1974,19.2,0.62%,0.001,19.08096,0.999,0,0.01908096
1975,10.64,11.09%,0.0006,9.460024,0.9994,0,0.005676014
1976,4.89,6.52%,0.0044,4.571172,0.9956,0,0.020113157
1977,1.87,17.98%,0.0076,1.533774,0.9924,0,0.011656682
1978,22.33,16.46%,0.0045,18.654482,0.9955,0,0.083945169
1979,21.5,31.99%,0.0069,14.62215,0.9931,0,0.100892835
1980,23.28,12.83%,0.0074,20.293176,0.9926,0,0.150169502
1981,10.32,18.61%,0.0085,8.399448,0.9915,0,0.071395308
1982,12.49,32.59%,0.0021,8.419509,0.9979,0,0.017680969
1983,11.02,22.45%,0.0069,8.54601,0.9931,0,0.058967469
1984,22.49,31.65%,0.0073,15.371915,0.9927,0,0.11221498
1985,8.34,3.56%,0.0089,8.043096,0.9911,0,0.071583554
1986,19.41,31.49%,0.003,13.297791,0.997,0,0.039893373
1987,15.75,10.90%,0.0065,14.03325,0.9935,0,0.091216125
1988,6.34,3.63%,0.0052,6.109858,0.9948,0,0.031771262
1989,23.24,29.57%,0.0038,16.367932,0.9962,0,0.062198142
1990,5.9,19.86%,0.0005,4.72826,0.9995,0,0.00236413
1991,2.45,8.23%,0.0041,2.248365,0.9959,0,0.009218297
1992,8.43,5.46%,0.0037,7.969722,0.9963,0,0.029487971
1993,22.16,17.13%,0.0087,18.363992,0.9913,0,0.15976673
1994,22.89,30.38%,0.0034,15.936018,0.9966,0,0.054182461
1995,13.91,26.28%,0.0011,10.254452,0.9989,0,0.011279897
1996,7.02,23.01%,0.0027,5.404698,0.9973,0,0.014592685
1997,11.7,6.65%,0,10.92195,1,0,0
1998,21.24,0.67%,0.0097,21.097692,0.9903,0,0.204647612
1999,24.38,32.61%,0.009,16.429682,0.991,0,0.147867138
2000,15.39,17.57%,0.0099,12.685977,0.9901,0,0.125591172
2001,1.94,11.16%,0.0044,1.723496,0.9956,0,0.007583382
2002,7.93,28.58%,0.0062,5.663606,0.9938,0,0.035114357
2003,12.97,9.83%,0.0052,11.695049,0.9948,0,0.060814255
2004,8.25,15.94%,0.0057,6.93495,0.9943,0,0.039529215
2005,8.64,33.83%,0.01,5.717088,0.99,0,0.05717088
2006,5.67,2.61%,0.0005,5.522013,0.9995,0,0.002761007
2007,8.87,18.20%,0.0027,7.25566,0.9973,0,0.019590282
2008,17.68,33.91%,0.0048,11.684712,0.9952,0,0.056086618
2009,22.92,9.65%,0.0074,20.70822,0.9926,0,0.153240828
2010,19.57,20.57%,0.0023,15.544451,0.9977,0,0.035752237
2011,10.46,29.33%,0.0076,7.392082,0.9924,0,0.056179823
2012,7.76,22.90%,0.0089,5.98296,0.9911,0,0.053248344
2013,4.8,10.90%,0.0056,4.2768,0.9944,0,0.02395008
2014,20.06,24.38%,0.0029,15.169372,0.9971,0,0.043991179
2015,4.3,3.53%,0.0007,4.14821,0.9993,0,0.002903747
2016,17.42,18.84%,0.0091,14.138072,0.9909,0,0.128656455
2017,3.76,17.98%,0.0018,3.083952,0.9982,0,0.005551114
2018,8.07,28.52%,0.0012,5.768436,0.9988,0,0.006922123
2019,1.6,28.24%,0.0047,1.14816,0.9953,0,0.005396352
2020,7.76,15.12%,0.0008,6.586688,0.9992,0,0.00526935
2021,2.36,14.99%,0.0093,2.006236,0.9907,0,0.018657995
2022,13.37,3.71%,0.0027,12.873973,0.9973,0,0.034759727
2023,12.53,4.14%,0.0005,12.011258,0.9995,0,0.006005629
2024,23.33,6.92%,0.0026,21.715564,0.9974,0,0.056460466
2025,21.11,14.95%,0.0013,17.954055,0.9987,0,0.023340272
2026,15.8,8.89%,0.009,14.39538,0.991,0,0.12955842
2027,20.75,24.68%,0.0023,15.6289,0.9977,0,0.03594647
2028,14.7,31.26%,0.0084,10.10478,0.9916,0,0.084880152
2029,4.2,32.55%,0.003,2.8329,0.997,0,0.0084987
2030,7.32,9.73%,0.0032,6.607764,0.9968,0,0.021144845
2031,9.86,17.71%,0.0006,8.113794,0.9994,0,0.004868276
2032,19.24,31.41%,0.0043,13.196716,0.9957,0,0.056745879
2033,0.08,35.96%,0.0024,0.051232,0.9976,0,0.000122957
2034,1.19,28.94%,0.0032,0.845614,0.9968,0,0.002705965
2035,1.58,4.65%,0.0027,1.50653,0.9973,0,0.004067631
2036,23.19,4.42%,0.006,22.165002,0.994,0,0.132990012
2037,11.3,13.83%,0.0064,9.73721,0.9936,0,0.062318144
2038,8.98,28.95%,0.0095,6.38029,0.9905,0,0.060612755
2039,22.21,30.34%,0.0037,15.471486,0.9963,0,0.057244498
2040,21.95,14.03%,0.0077,18.870415,0.9923,0,0.145302196
2041,14.28,36.17%,0.0019,9.114924,0.9981,0,0.017318356
2042,16.4,7.81%,0.0003,15.11916,0.9997,0,0.004535748
2043,15.22,1.67%,0.0003,14.965826,0.9997,0,0.004489748
2044,5.64,25.30%,0.0097,4.21308,0.9903,0,0.040866876
2045,24.02,28.54%,0.0029,17.164692,0.9971,0,0.049777607
2046,7.21,19.00%,0.0002,5.8401,0.9998,0,0.00116802
2047,9.86,29.55%,0.0094,6.94637,0.9906,0,0.065295878
2048,23.33,31.66%,0.01,15.943722,0.99,0,0.15943722
2049,23.5,2.79%,0.0037,22.84435,0.9963,0,0.084524095
2050,6.52,6.42%,0.0037,6.101416,0.9963,0,0.022575239
2051,6.71,26.36%,0.0085,4.941244,0.9915,0,0.042000574
2052,7.18,15.93%,0.0003,6.036226,0.9997,0,0.001810868
2053,19.55,3.09%,0.0084,18.945905,0.9916,0,0.159145602
2054,14.05,6.68%,0.0004,13.11146,0.9996,0,0.005244584
2055,9.05,4.17%,0.0023,8.672615,0.9977,0,0.019947015
2056,18.51,30.03%,0.001,12.951447,0.999,0,0.012951447
2057,1.78,15.49%,0.0027,1.504278,0.9973,0,0.004061551
2058,13.82,26.23%,0.0085,10.195014,0.9915,0,0.086657619
2059,19.81,37.27%,0.0077,12.426813,0.9923,0,0.09568646
2060,24.57,22.16%,0.0013,19.125288,0.9987,0,0.024862874
2061,11.16,26.38%,0.0017,8.215992,0.9983,0,0.013967186
2062,17.82,17.39%,0.0064,14.721102,0.9936,0,0.094215053
2063,5.77,8.80%,0.0053,5.26224,0.9947,0,0.027889872
2064,20.33,24.92%,0.0054,15.263764,0.9946,0,0.082424326
2065,12.44,27.54%,0.0098,9.014024,0.9902,0,0.088337435
2066,21.01,34.77%,0.0046,13.704823,0.9954,0,0.063042186
2067,23.81,28.66%,0.006,16.986054,0.994,0,0.101916324
2068,22,29.82%,0.0033,15.4396,0.9967,0,0.05095068
2069,14.4,16.32%,0.0021,12.04992,0.9979,0,0.025304832
2070,5.08,17.75%,0.0074,4.1783,0.9926,0,0.03091942
2071,4.41,5.65%,0.0055,4.160835,0.9945,0,0.022884593
2072,1.35,23.45%,0.0017,1.033425,0.9983,0,0.001756823
2073,20.38,13.30%,0.0002,17.66946,0.9998,0,0.003533892
2074,10.84,17.08%,0.0011,8.988528,0.9989,0,0.009887381
2075,9.43,33.54%,0.0018,6.267178,0.9982,0,0.01128092
2076,18.25,12.10%,0.0076,16.04175,0.9924,0,0.1219173
2077,7.64,0.58%,0.0084,7.595688,0.9916,0,0.063803779
2078,7.21,33.28%,0.0046,4.810512,0.9954,0,0.022128355
2079,2.15,18.68%,0.0006,1.74838,0.9994,0,0.001049028
2080,13.65,3.90%,0.0031,13.11765,0.9969,0,0.040664715
2081,3.82,4.35%,0.0086,3.65383,0.9914,0,0.031422938
2082,5.13,0.87%,0.0071,5.085369,0.9929,0,0.03610612
2083,12.51,28.25%,0.0028,8.975925,0.9972,0,0.02513259
2084,0.62,39.47%,0.0074,0.375286,0.9926,0,0.002777116
2085,21.14,26.05%,0.0043,15.63303,0.9957,0,0.067222029
2086,8.55,14.29%,0.0038,7.328205,0.9962,0,0.027847179
2087,2.62,25.40%,0.0025,1.95452,0.9975,0,0.0048863
2088,3.62,21.18%,0.0023,2.853284,0.9977,0,0.006562553
2089,11.58,8.74%,0.0002,10.567908,0.9998,0,0.002113582
2090,20.62,30.89%,0.005,14.250482,0.995,0,0.07125241
2091,10.33,2.13%,0.0024,10.109971,0.9976,0,0.02426393
2092,16.78,3.57%,0.0039,16.180954,0.9961,0,0.063105721
2093,5.25,22.44%,0.0065,4.0719,0.9935,0,0.02646735
2094,7.95,7.70%,0.0052,7.33785,0.9948,0,0.03815682
2095,19.25,29.74%,0.0088,13.52505,0.9912,0,0.11902044
2096,12.21,2.08%,0.0096,11.956032,0.9904,0,0.114777907
2097,18.77,25.11%,0.0082,14.056853,0.9918,0,0.115266195
2098,8.41,14.35%,0.0086,7.203165,0.9914,0,0.061947219
2099,11.04,39.84%,0.0046,6.641664,0.9954,0,0.030551654
2100,24.88,29.82%,0.0099,17.460784,0.9901,0,0.172861762
2101,17.41,9.41%,0.0093,15.771719,0.9907,0,0.146676987
2102,23.04,16.98%,0.0017,19.127808,0.9983,0,0.032517274
2103,16.13,4.24%,0.0015,15.446088,0.9985,0,0.023169132
2104,19.78,34.62%,0.0051,12.932164,0.9949,0,0.065954036
2105,16.4,29.22%,0.0043,11.60792,0.9957,0,0.049914056
2106,9.74,0.38%,0.0028,9.702988,0.9972,0,0.027168366
2107,3.32,15.62%,0.0078,2.801416,0.9922,0,0.021851045
2108,12.56,23.42%,0.0005,9.618448,0.9995,0,0.004809224
2109,3.87,8.50%,0.0021,3.54105,0.9979,0,0.007436205
2110,5.42,2.09%,0.0014,5.306722,0.9986,0,0.007429411
2111,13.94,9.02%,0.0013,12.682612,0.9987,0,0.016487396
2112,9.64,12.47%,0.0031,8.437892,0.9969,0,0.026157465
2113,1.88,29.81%,0.0069,1.319572,0.9931,0,0.009105047
2114,1.4,21.36%,0.0051,1.10096,0.9949,0,0.005614896
2115,5.95,0.70%,0.0048,5.90835,0.9952,0,0.02836008
2116,13.08,34.04%,0.0037,8.627568,0.9963,0,0.031922002
2117,9.55,7.99%,0.008,8.786955,0.992,0,0.07029564
2118,24.05,6.30%,0.0084,22.53485,0.9916,0,0.18929274
2119,14.95,3.59%,0.0035,14.413295,0.9965,0,0.050446533
2120,17.09,20.54%,0.0032,13.579714,0.9968,0,0.043455085
2121,14.06,28.69%,0.0012,10.026186,0.9988,0,0.012031423
2122,11.33,36.63%,0.0012,7.179821,0.9988,0,0.008615785
2123,10.47,5.74%,0.0098,9.869022,0.9902,0,0.096716416
2124,2.57,4.20%,0.002,2.46206,0.998,0,0.00492412
2125,21.53,0.01%,0.0034,21.527847,0.9966,0,0.07319468
2126,0.43,26.32%,0.0053,0.316824,0.9947,0,0.001679167
2127,18.36,27.76%,0.0001,13.263264,0.9999,0,0.001326326
2128,21.11,22.74%,0.0099,16.309586,0.9901,0,0.161464901
2129,1.34,30.69%,0.0065,0.928754,0.9935,0,0.006036901
2130,10.02,12.72%,0.0038,8.745456,0.9962,0,0.033232733
2131,15.47,22.39%,0.0005,12.006267,0.9995,0,0.006003134
2132,15.6,32.26%,0.0066,10.56744,0.9934,0,0.069745104
2133,8.99,6.66%,0.0059,8.391266,0.9941,0,0.049508469
2134,2.15,12.78%,0.0022,1.87523,0.9978,0,0.004125506
2135,12.78,17.23%,0.0065,10.578006,0.9935,0,0.068757039
2136,24.67,37.55%,0.0041,15.406415,0.9959,0,0.063166302
2137,20.58,28.38%,0.0036,14.739396,0.9964,0,0.053061826
2138,18.03,26.13%,0.0011,13.318761,0.9989,0,0.014650637
2139,12.34,23.06%,0.0023,9.494396,0.9977,0,0.021837111
2140,9.49,28.41%,0.0024,6.793891,0.9976,0,0.016305338
2141,22.26,36.74%,0.002,14.081676,0.998,0,0.028163352
2142,5.98,23.31%,0.0005,4.586062,0.9995,0,0.002293031
2143,6.4,29.40%,0.0098,4.5184,0.9902,0,0.04428032
2144,11.31,15.43%,0.003,9.564867,0.997,0,0.028694601
2145,3.3,10.57%,0.0025,2.95119,0.9975,0,0.007377975
2146,3.87,33.09%,0.0068,2.589417,0.9932,0,0.017608036
2147,18.45,1.55%,0.001,18.164025,0.999,0,0.018164025
2148,7.31,33.30%,0.0056,4.87577,0.9944,0,0.027304312
2149,20.66,4.69%,0.0001,19.691046,0.9999,0,0.001969105
2150,23.95,9.78%,0.0085,21.60769,0.9915,0,0.183665365
2151,2.17,22.97%,0.0007,1.671551,0.9993,0,0.001170086
2152,15.12,37.58%,0.0027,9.437904,0.9973,0,0.025482341
2153,19.13,16.15%,0.003,16.040505,0.997,0,0.048121515
2154,9.26,3.49%,0.0057,8.936826,0.9943,0,0.050939908
2155,16.09,14.20%,0.0091,13.80522,0.9909,0,0.125627502
2156,12.94,22.62%,0.0025,10.012972,0.9975,0,0.02503243
2157,10.75,38.90%,0.006,6.56825,0.994,0,0.0394095
2158,12.25,36.24%,0.0087,7.8106,0.9913,0,0.06795222
2159,14.48,18.89%,0.0029,11.744728,0.9971,0,0.034059711
2160,9.38,24.40%,0.0094,7.09128,0.9906,0,0.066658032
2161,6.75,24.08%,0.0069,5.1246,0.9931,0,0.03535974
2162,17.96,12.22%,0.0045,15.765288,0.9955,0,0.070943796
2163,16.91,0.24%,0.0021,16.869416,0.9979,0,0.035425774
2164,11.84,23.47%,0.0013,9.061152,0.9987,0,0.011779498
2165,13.32,39.72%,0.0046,8.029296,0.9954,0,0.036934762
2166,11.4,19.74%,0.0063,9.14964,0.9937,0,0.057642732
2167,10.27,21.93%,0.0011,8.017789,0.9989,0,0.008819568
2168,12.27,30.91%,0.0055,8.477343,0.9945,0,0.046625387
2169,22.41,19.75%,0.0057,17.984025,0.9943,0,0.102508943
2170,23.84,18.65%,0.001,19.39384,0.999,0,0.01939384
2171,4.21,4.61%,0.0035,4.015919,0.9965,0,0.014055717
2172,23.69,3.72%,0.0007,22.808732,0.9993,0,0.015966112
2173,19.25,23.16%,0.0029,14.7917,0.9971,0,0.04289593
2174,0.87,29.59%,0.0076,0.612567,0.9924,0,0.004655509
2175,13.4,2.26%,0.007,13.09716,0.993,0,0.09168012
2176,9.32,17.14%,0.0051,7.722552,0.9949,0,0.039385015
2177,13.09,25.30%,0.0063,9.77823,0.9937,0,0.061602849
2178,6.72,2.40%,0.0037,6.55872,0.9963,0,0.024267264
2179,14.3,14.82%,0.0077,12.18074,0.9923,0,0.093791698
2180,7.01,15.68%,0.0008,5.910832,0.9992,0,0.004728666
2181,2.78,26.94%,0.0099,2.031068,0.9901,0,0.020107573
2182,15.9,2.29%,0.0028,15.53589,0.9972,0,0.043500492
2183,22.58,18.32%,0.0002,18.443344,0.9998,0,0.003688669
2184,9.05,25.19%,0.0019,6.770305,0.9981,0,0.01286358
2185,16.66,7.79%,0.0093,15.362186,0.9907,0,0.14286833
2186,5.46,5.83%,0.0061,5.141682,0.9939,0,0.03136426
2187,4.83,22.25%,0.0044,3.755325,0.9956,0,0.01652343
2188,11.38,13.16%,0.001,9.882392,0.999,0,0.009882392
2189,14.96,3.20%,0.0006,14.48128,0.9994,0,0.008688768
2190,22.35,21.31%,0.0053,17.587215,0.9947,0,0.09321224
2191,9.79,19.29%,0.0022,7.901509,0.9978,0,0.01738332
2192,23.61,39.69%,0.0059,14.239191,0.9941,0,0.084011227
2193,19.97,4.58%,0.0011,19.055374,0.9989,0,0.020960911
2194,0.44,38.24%,0.002,0.271744,0.998,0,0.000543488
2195,24.73,27.59%,0.0011,17.906993,0.9989,0,0.019697692
2196,4.45,16.15%,0,3.731325,1,0,0
2197,13.48,14.06%,0.0076,11.584712,0.9924,0,0.088043811
2198,21.73,12.53%,0.0015,19.007231,0.9985,0,0.028510847
2199,10.94,4.20%,0.0035,10.48052,0.9965,0,0.03668182
2200,4.04,19.52%,0.0065,3.251392,0.9935,0,0.021134048
2201,19.08,9.56%,0.0005,17.255952,0.9995,0,0.008627976
2202,12.84,28.83%,0.0058,9.138228,0.9942,0,0.053001722
2203,14.42,12.69%,0.002,12.590102,0.998,0,0.025180204
2204,4.48,33.09%,0.0096,2.997568,0.9904,0,0.028776653
